slug,source,substrate,severity,prompt_injection,malicious_code,secret_exposure,untrusted_fetch,heuristic_hit_count,heuristic_flags,rationale,classifier_error,content_len,elapsed_s,stars,installs,official_badge,defender_positive
zhanghandong-makepad-skills,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Benign skill for legitimate app development with Makepad UI framework + AI integration. No prompt injection, obfuscation, credentials, or arbitrary code execution detected.",,36,9.13,733,1,False,False
hatcat007-openmindai,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Official plugin with no explicit risk signals, suspicious code patterns, or untrusted content handling evident from name/description.",,39,19.3,0,1,False,False
h16rkim-overmind,claudemarketplaces,plugins,L1,False,False,False,False,0,,"Community IDE/LSP plugin with no description; keywords indicate development tool integration (Java, Kotlin, TypeScript, language servers). MCP extensibility introduces minor third-party content risk.",,729,36.26,0,5,False,False
rhuss-cc-jira,claudemarketplaces,plugins,L2,True,False,True,True,0,,"Requires JIRA credentials (API token); fetches untrusted external workflow data. Prompt injection risk if JIRA content (descriptions, comments) reused in prompts without sanitization. Secret exposure ",,47,15.41,0,1,False,False
tiktzuki-project-templates,claudemarketplaces,plugins,L1,False,False,False,False,0,,Standard scaffolding tool with template generation. AI-assisted aspect details unclear but no explicit red flags. Template sources/API calls not specified; no evidence of exfiltration or injection att,,147,31.05,0,1,False,False
francyjglisboa-agent-skill-creator,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Cross-platform skill portability framework. No code execution, credential handling, untrusted fetch, or prompt injection signals in description.",,176,40.62,668,1,False,False
jidouai-claude-code-marketplace,claudemarketplaces,plugins,L1,False,False,False,False,0,,"Community plugin with no description, brand-new (2026-04-06), zero engagement/stars. Minor quality-control concern; actual plugin code review needed to rule out risks.",,462,13.48,0,1,False,False
azusachino-harus-skills,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Innocuous phrase with no code, no exploit patterns, no external calls, no credential handling. No risk signals detected.",,11,20.55,1,1,False,False
defendend-claude-ast-index-search,claudemarketplaces,plugins,L0,False,False,False,False,0,,"File indexing CLI for local search acceleration. No external fetches, credential handling, code injection, or arbitrary execution. Standard utility functionality.",,119,30.52,302,1,False,False
code-yeongyu-opinionated-basic-cc-setup,claudemarketplaces,plugins,L1,False,False,False,False,0,,"Benign IDE plugin providing dev guides and validation. 'Context injection' refers to IDE integration, not LLM prompt injection. Potential concern if project knowledge fetches unvalidated external sour",,149,21.78,5,1,False,False
yemreak-claude-cpu-guard,claudemarketplaces,plugins,L1,False,False,False,False,0,,"Legitimate process monitoring utility. Risk: automatic process termination lacks per-action user confirmation, could disrupt workflows. No code execution, credential, or injection vectors detected.",,99,35.5,5,1,False,False
mrclrchtr-cc-marketplace,claudemarketplaces,plugins,L2,False,True,False,True,0,,Plugin marketplace fetches code from external/community sources. Plugins execute in Claude Code environment with workspace and shell access. Risk escalates to L3 only if no permission model or auto-ru,,39,51.62,3,2,False,False
juststeveking-laravel-api-skill,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Legitimate development assistance skill for building Laravel APIs. No security risk signals: no external fetches, credential handling, code execution vectors, or LLM manipulation attempts.",,142,7.98,17,1,False,False
fryrai-baml-claude-skill,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Domain-specific code generator for BAML with no evident input validation flaws, untrusted fetches, or injection patterns. Production-ready designation suggests security review.",,60,22.74,4,1,False,False
jackreis-neurodivergent-visual-org,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Legitimate accessibility tool for task organization, decision trees, and focus support. No code execution, external fetches, or credential handling. Benign organizational features.",,143,32.27,29,1,False,False
nitromike502-meckert-claude-code-marketplace,claudemarketplaces,plugins,L1,False,False,False,True,0,,"Plugin marketplace for Claude Code; typical third-party extension ecosystem risks. Keywords are legitimate (workflow, agent, validator). No explicit malicious indicators or jailbreak payload. Risk: un",,1100,12.67,0,5,False,False
thc1006-telecom-ops-claude-code-plugins,claudemarketplaces,plugins,L2,True,False,True,False,0,,"Infrastructure wrapper (Kubernetes, O-RAN telecom) exposes significant system authority without stated RBAC/audit limits. Intent→KRM translation is injection-prone. Credential handling for k8s/cloud n",,196,29.82,1,1,False,False
qazuor-claude-code-plugins,claudemarketplaces,plugins,L1,False,False,False,True,0,,Vetted plugin/skill ecosystem with permission gates & OAuth scoping; untrusted fetch expected from service integrations,,19,46.29,0,7,False,False
sjawhar-pivot,claudemarketplaces,plugins,L1,False,False,False,False,0,,"Insufficient detail provided; appears to be utility for pipeline development with no explicit risk signals identified, defaulting to L1 per conservative ambiguity rule",,40,11.34,1,1,False,False
lejoe-claude-plugins,claudemarketplaces,plugins,L1,False,False,False,False,0,,"No skill code/manifest provided for analysis. Cannot assess without implementation details, permissions, APIs, or functionality documentation.",,21,20.9,0,1,False,False
czue-agent-tools,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Internal research automation tools. User-built, documented methodology, explicit API key guidelines (proxies only), Tailscale SSH with no external distribution.",,45,29.79,0,1,False,False
ab604-claude-code-r-skills,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Configuration guide for R development in Claude Code. Benign setup documentation with no credential handling, code execution, or untrusted fetch mechanisms evident.",,45,10.15,90,2,False,False
elevenlabs-plugins,claudemarketplaces,plugins,L1,False,False,False,False,0,,"Generic voice plugin description with no explicit risk signals. Potential concerns (transcription service trust, voice data logging) depend on implementation details not provided.",,42,23.42,4,2,False,False
krzemienski-shannon-framework,claudemarketplaces,plugins,L1,False,False,False,False,0,,"Minimal-adoption repo (2 stars, 0 votes/comments), empty description, auto-discovered. No explicit security risks in metadata. 'missioncritical' keyword seems misapplied. Low-effort or abandoned proje",,488,37.57,2,1,False,False
natural-heroes-workflows,claudemarketplaces,plugins,L2,False,True,True,True,0,,"Reusable workflows execute arbitrary code with secret/system access. Common risks: credential leakage in logs, supply chain compromise if workflow hijacked, untrusted dependency injection.",,33,17.07,0,4,False,False
jschulte-claude-plugins,claudemarketplaces,plugins,L1,False,False,False,True,0,,"Plugin marketplace distributes third-party extensions; untrusted content risk inherent to marketplace model. No explicit malware, injection, or credential exfiltration signals detected.",,43,27.82,1,2,False,False
jo-minjun-claude-devkit,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Title only—no code/payload provided. Appears to be a development kit for Claude extensions. No malicious signals, injection attempts, or security red flags visible.",,36,35.37,2,2,False,False
nategarelik-game-dev-supercharger,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Straightforward game dev productivity tool. Multi-agent panel is design choice for expert opinions, not a security risk. No explicit code execution, credential handling, or untrusted content fetch sig",,108,11.6,1,1,False,False
benredmond-apex,claudemarketplaces,plugins,L1,False,False,False,False,0,,"New community plugin (2wks old), no description, minimal engagement (3 stars, 0 votes). Low-quality third-party content pattern; code inspection required.",,521,25.48,3,1,False,False
pluginagentmarketplace-custom-plugin-cloudflare,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Standard integration with legitimate Cloudflare service. No explicit malicious intent, obfuscation, or security red flags in description.",,60,38.24,2,1,False,False
alexhholmes-skills,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Official Claude Code productivity tools (academic writing, research, security testing). No obfuscation, credential misuse, or arbitrary code execution. Fetches are legitimate research/data uses.",,13,19.7,1,1,False,False
ysyecust-everything-claude-code,claudemarketplaces,plugins,L1,False,False,False,False,0,,"Configuration collection for development environment. Hooks and commands could contain unreviewed automation, but no explicit risk signals present. Benign unless configs originate from untrusted sourc",,113,34.75,21,1,False,False
dnvriend-aws-polly-tts-tool,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Legitimate AWS Polly wrapper. No prompt injection surface, malware patterns, credential exfiltration, or untrusted fetches. Straightforward TTS utility.",,98,46.61,0,1,False,False
natifridman-claude-plugins,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Internal team standards/workflows documentation. No code execution, external fetch, credential handling, or LLM manipulation vectors detected.",,69,6.89,1,2,False,False
choxos-bayesianagent,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Benign statistical modeling assistant. Generates/reviews Bayesian model specs for legitimate packages (Stan, PyMC, JAGS, WinBUGS). No injection, malware, credential handling, or external fetches.",,166,20.14,0,1,False,False
kroist-claude-code-collection,claudemarketplaces,plugins,L1,False,False,False,False,0,,"Community plugin collection, unvetted (0 votes/comments), empty description. Keywords suggest benign productivity tools (brainstorming, ideation, interview). No explicit malicious indicators.",,597,32.27,0,3,False,False
cameronsjo-workbench,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Benign productivity toolkit for software development. No explicit risk signals, credential handling, or untrusted content fetching evident in description.",,97,9.45,4,17,False,False
alwinpaul1-claude-hud-enhanced,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Local UI plugin for theming and token display. No fetch, injection, or code execution vectors identified.",,92,17.1,8,1,False,False
romiluz13-cc10x,claudemarketplaces,plugins,L1,False,False,False,False,0,,"Insufficient data: only name provided, no code/manifest analyzed. Conservative default for ambiguous submission. Requires source code review to assess orchestration, API calls, and permission scope.",,60,31.08,127,1,False,False
williavs-charm-dev-skill-marketplace,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Skill for building terminal UIs with established Go frameworks (Bubbletea, Charm). No untrusted content, code execution risks, or credential handling.",,71,9.41,2,1,False,False
ggprompts-tabzchrome,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Local Chrome extension for tmux management. No network calls, credential handling, or LLM vectors. Standard dev tooling.",,67,20.73,138,1,False,False
nikiforovall-claude-code-rules,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Pure educational content about Claude Code workflows. No code execution, data exfiltration, or security risk signals.",,93,27.07,111,17,False,False
triptechtravel-slackbuzz-cli,claudemarketplaces,plugins,L0,False,False,False,False,0,,"CLI Slack tool with standard workflow integration. No malware, injection, or exfiltration patterns detected. Expected API credential usage.",,140,10.71,1,1,False,False
bejranonda-llm-autonomous-agent-plugin-for-claude,claudemarketplaces,plugins,L1,False,False,False,True,0,,"Claims '100% local processing' but integrates CodeRabbit (external service). Vague 'autonomous self-learning' scope. Legitimate third-party tool, no explicit malicious code detected.",,244,32.13,21,1,False,False
vinnie357-claude-skills,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Official Claude Code system features. Built-in, scoped capabilities with no untrusted fetch, code execution, or exfiltration vectors.",,18,42.02,12,16,False,False
lackeyjb/playwright-skill,github_plugins,plugins,L2,True,False,True,True,0,,"Model autonomously writes & executes browser automation code. Risks: visiting untrusted sites, credential capture from forms/screenshots, prompt injection to malicious actions. Contained to browser sa",,159,15.54,2464,0,False,False
brittonhayes-claude-plugins,claudemarketplaces,plugins,,False,False,False,False,0,,,no JSON,50,23.22,0,2,False,False
awudevelop-claude-plugins,claudemarketplaces,plugins,L0,False,False,False,False,0,,Generic description only; no code/manifest provided for analysis. Benign descriptor alone.,,77,30.56,0,4,False,False
signalcompose-ypm,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Benign progress tracking utility with no risk signals. Uses Claude Code framework legitimately. No credential, fetch, injection, or code execution indicators present.",,61,8.76,1,1,False,False
johnrogers-claude-swift-engineering,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Development tool collection for Swift/TCA code. No code execution, credential handling, or external fetching. Benign.",,118,16.94,190,1,False,False
nemori-ai-skills,claudemarketplaces,plugins,L1,False,False,False,False,0,,"Skill customization/forking is a benign feature enabling local iteration and personalization. No evidence of untrusted fetches, code execution, or injection vectors.",,133,34.27,11,2,False,False
makenotion-claude-code-notion-plugin,claudemarketplaces,plugins,L2,False,False,False,True,0,,Third-party Notion API integration requires external network communication; credential handling unspecified; non-essential feature.,,45,12.81,302,1,False,False
randroids-dojo-skills,claudemarketplaces,plugins,L1,False,False,False,False,0,,Insufficient detail provided. Generic collection name with no code/URLs/permissions visible. No explicit risk signals. Default to low risk pending actual skill review.,,52,23.92,23,5,False,False
builtby-win-skills,claudemarketplaces,plugins,L2,True,False,False,True,0,,"Fetches untrusted GitHub content (PR descriptions, comments, issues) that could contain prompt injection; uses GitHub API credentials; broad repo authority without explicit scope limits.",,107,39.33,0,7,False,False
ky1ejs-claude-plugins,claudemarketplaces,plugins,,False,False,False,False,0,,,no JSON,39,7.7,4,2,False,False
schpet-jjagent,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Benign development tool. Tracks Claude Code sessions as jj-vcs version control changes. No code execution, injection, or credential handling mechanisms detected.",,44,17.17,25,1,False,False
methuz-methuz-claude-marketplace,claudemarketplaces,plugins,L1,False,False,False,False,0,,"Legitimate text processing utility. No malware, exfiltration, or jailbreak signals. Main risk: prompt modification practices and data handling (local vs remote) should be verified.",,89,30.55,1,3,False,False
ccf-claude-code-ccf-marketplace,claudemarketplaces,plugins,L1,False,False,False,True,0,,"Third-party plugin marketplace introduces untrusted content fetch risk. 'Curated' label suggests vetting mitigates severity to L1, but extends Claude Code security boundary. Quality/vetting of plugins",,180,15.73,0,8,False,False
hayashi-takuto-takuto-claude-code,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Only a title/description with no code, config, or executable content. No risk signals detected in metadata alone.",,45,23.45,0,1,False,False
z-m-huang-cc-obsidian-mem,claudemarketplaces,plugins,L1,False,False,False,False,0,,"Legitimate knowledge-base integration tool. File access scoped to Obsidian vault. No injection, malware, or credential-theft vectors evident. Typical user-installed plugin.",,41,38.37,13,1,False,False
diegocconsolini-claudeskillcollection,claudemarketplaces,plugins,L1,True,False,False,False,0,,"Defensive security/compliance analysis tool using established standards (NIST, GDPR, ISO 27001). Main risk: document extraction requires input sanitization to prevent prompt injection. Legitimate gove",,543,20.55,5,9,False,False
greenstevester-fastlane-skill,claudemarketplaces,plugins,L2,False,False,True,True,0,,"Legitimate build tool but handles sensitive credentials (API keys, signing certs, provisioning profiles) and interacts with app stores. Credential management practices unspecified.",,95,32.91,16,5,False,False
designnotdrum-brain-jar,claudemarketplaces,plugins,L2,False,False,False,True,0,,Search plugins typically fetch external content without validation; memory systems could leak data if improperly scoped. Vague spec limits assessment.,,56,46.98,3,5,False,False
membranaestudio-claude-plugins,claudemarketplaces,plugins,L1,False,False,False,False,0,,"Insufficient details provided. Cannot assess without plugin source code, manifest, permissions, or functionality description.",,38,10.13,0,2,False,False
e-stpierre-agentic-forge,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Generic workflow orchestrator. No explicit credential handling, code injection, malware distribution, or untrusted fetch in description. Security profile implementation-dependent.",,151,27.93,1,1,False,False
circlemind-ai-smooth-sdk,claudemarketplaces,plugins,L0,False,False,False,False,0,,"Browser automation SDK/CLI is a standard development tool. No explicit malicious patterns, code injection, credential exfiltration, or jailbreak attempts evident in description.",,52,45.01,18,1,False,False
clock-time,lobehub_plugins,plugins,L0,False,False,False,False,0,,"Simple time display utility from LobeHub. Transparent GitHub repo, clear scoped function, no untrusted content or code execution vectors.",,395,10.56,0,0,False,False
open-horizon-labs-ba,claudemarketplaces,plugins,L1,False,False,False,False,0,,"Lightweight task management is a benign utility feature. No prompt injection, malware, credential exfiltration, or untrusted content fetching evident in description.",,36,19.67,10,1,False,False
