slug,source,substrate,severity,prompt_injection,malicious_code,secret_exposure,untrusted_fetch,heuristic_hit_count,heuristic_flags,rationale,classifier_error,content_len,elapsed_s,stars,installs,official_badge,defender_positive
landlordlaw-mcp,glama,mcp,L0,False,False,False,False,0,,"Legal reference tool providing public jurisdiction-specific statutes with verified sources. Pure data access for public information; no prompt injection, code execution, credential exposure, or untrus",,300,24.87,0,0,False,False
Abdulwahed-alhallak/my-mcp-server,smithery,mcp,L1,False,False,False,False,0,,"Unverified MCP server with empty description, zero use, not deployed. No explicit malicious signals in metadata, but opaque intent and lack of documentation warrant caution.",,512,41.9,0,0,False,False
Junwoo-Seo-1998/ssafy-bob-mcp,smithery,mcp,L0,False,False,False,False,0,,"Benign lunch menu utility. Fetches public cafeteria data from official SSAFY servers. No code execution, credentials, or prompt manipulation risks.",,542,16.1,0,0,False,False
MCPFileServer,glama,mcp,L0,False,False,False,False,0,,"Scoped filesystem utility with explicit sandboxing & security controls. No network, execution, credential, or injection surfaces.",,202,24.95,0,0,False,False
nextlaneagency/bigquery-mcp,smithery,mcp,L2,False,False,True,True,0,,Unverified MCP provider (verified=false) with zero deployment history; requires BigQuery credentials; 'remote' capability + empty description raises transparency concerns.,,508,39.68,0,0,False,False
confluence-node,glama,mcp,L2,False,False,True,True,0,,L2: Requires Confluence credentials (secret exposure risk); fetches from untrusted external service; broad destructive permissions (create/update/delete pages). No secure credential handling mentioned,,182,15.95,0,0,False,False
mcp-ectlocal-connect,glama,mcp,L1,False,False,False,False,0,,"Legitimate database connectivity tool. Direct SQL execution and credential handling are standard risks, but no explicit injection attempts, malware, or credential exfiltration detected.",,283,30.43,0,0,False,False
resource-hub-server,glama,mcp,L1,False,False,False,True,0,,"Fetches tools/resources from external Resource Hub without visible integrity validation or signing. Cross-environment distribution amplifies blast radius if hub is compromised, but no explicit malicio",,156,49.17,0,0,False,False
Lee-Becky/mcp-google-ads,smithery,mcp,L2,False,False,True,True,0,,"Unverified MCP, zero adoption. Handles Google Ads API credentials without community vetting. Untrusted external API integration and credential handling risk.",,486,19.69,0,0,False,False
tmux-mcp,glama,mcp,L2,True,True,True,True,0,,"Grants unconstrained terminal execution; prompts can direct arbitrary commands. Terminal content exposure leaks secrets (env vars, keys, history). No visible sandboxing or permission gates.",,147,48.51,0,0,False,False
saffron-mcp,glama,mcp,L0,False,False,False,False,0,,"Straightforward recipe management tool using Saffron API. Standard CRUD operations on recipe data. Website import is API-mediated, not arbitrary web fetching. No security risk signals detected.",,321,64.03,0,0,False,False
Cognitive-Stack_ares-devops-mcp,glama,mcp,L1,False,False,True,False,0,,DevOps integration tool with credential handling; claims secure & type-safe ops; no explicit exfiltration or misuse patterns; normal pipeline automation risk.,,260,17.05,0,0,False,False
mcp-bgtask,glama,mcp,L2,False,False,False,False,0,,Provides unscoped process execution capability to LLM context (spawn/manage arbitrary tasks). No validation or constraints mentioned. Risk: LLM could be manipulated into executing harmful commands via,,190,36.79,0,0,False,False
convolut-mcp,glama,mcp,L1,False,False,False,False,0,,"Context management tool with external service integration. No explicit malicious signals, code execution, or credential exfiltration. Export functionality is standard. Low risk unless Context Bank int",,268,51.09,0,0,False,False
hckhanh/gitlab,smithery,mcp,L2,False,False,False,True,0,,Third-party GitLab integration server with unscoped credential handling; no explicit controls on data access or logging mentioned.,,253,17.93,0,0,False,False
Jij-MCP-Server,glama,mcp,L0,False,False,False,False,0,,"Legitimate Jij Modeling tool with standard configuration and extensibility features. No explicit security signals, exploit patterns, credential handling, or malicious code detected.",,180,35.85,0,0,False,False
cli,glama,mcp,L0,False,False,False,False,0,,"Benign translation project management interface with standard login/auth for project tracking. No injection, malware, exfiltration, or code execution vectors.",,201,44.55,0,0,False,False
tenant-leasing-mcp,glama,mcp,L0,False,False,False,False,0,,"Legitimate business tool for real estate analysis. Database queries, email generation, and reporting are standard enterprise functions with no explicit security risk signals.",,206,11.84,0,0,False,False
mei-gen-ai-design-mcp,glama,mcp,L0,False,False,False,False,0,,"Local workflow tool integrating Claude Code with ComfyUI and prompt library. No credential handling, code injection patterns, or remote untrusted fetch indicated. Straightforward feature proposal.",,126,22.76,0,0,False,False
jsonshema_mcp,glama,mcp,L1,False,False,False,True,0,,"JSON Schema validation tool with external reference support. Core validation is benign, but external references could fetch untrusted content if not scoped/validated.",,187,45.14,0,0,False,False
junto-mcp,glama,mcp,L1,False,False,False,False,0,,"Legitimate payment integration (Woovi/OpenPix). Involves credentials & financial authority but mitigated by: human-in-the-loop confirmation, daily/per-tx limits, JSONL audit trail. No injection/malwar",,196,15.46,0,0,False,False
keithah/tessie-mcp,smithery,mcp,L2,False,False,False,True,0,,"Depends on unofficial third-party Tessie API proxy for Tesla data access; retrieves real-time location, financial/charging data, driving patterns. Credential handling not detailed. Tessie compromise e",,5545,33.68,0,0,False,False
compass,mcpmarket,mcp,L1,False,False,False,True,0,,"HTML webpage with third-party tracking (Google Analytics) and ad network (BuySellAds) embeds. No prompt injection or malware, but non-essential third-party content fetches present privacy/tracking con",,20000,45.87,0,0,False,False
Cobalt-Strike-MCP,glama,mcp,L3,False,True,True,False,0,,"Natural language interface to Cobalt Strike: 200+ tools for beacon control (RCE), credential operations, payload generation. Unconstrained system authority over remote targets regardless of authorizat",,209,19.5,0,0,False,False
flux-schnell-mcp,glama,mcp,L1,False,False,False,False,0,,"Straightforward MCP server integrating legitimate Replicate API for image generation. No code injection, credential exfiltration, or arbitrary fetch vectors detected.",,137,35.17,0,0,False,False
gumroad-mcp,glama,mcp,L2,True,False,True,True,0,,"MCP server requires Gumroad API credentials (secret exposure risk); returns user-generated content (products, descriptions, files) that could contain injection payloads if unsanitized. Moderate risk u",,150,51.68,0,0,False,False
y-cli,mcpmarket,mcp,L0,False,False,False,False,0,,"HTML/CSS/JS markup from web page, not a skill/plugin. No executable code, no API calls, no configuration. Standard Next.js boilerplate.",,20000,25.46,0,0,False,False
jungkim720/dify,smithery,mcp,L1,False,False,False,False,0,,"Unverified MCP server, empty description, zero usage/track record. Quality issues (no docs) but no explicit code evidence of malicious behavior.",,413,38.18,0,0,False,False
mcp-adt,glama,mcp,L1,False,False,True,False,0,,"Legitimate SAP enterprise IDE extension. Accesses sensitive source code and SQL queries, requires credentials for on-prem/BTP systems. No explicit malicious patterns, but user responsible for credenti",,219,57.08,0,0,False,False
mcp-quick-sqlite3,glama,mcp,L2,True,False,True,False,0,,Unscoped SQL query execution by LLM; no access controls mentioned; SQLite often contains credentials; prompt-injection risk from LLM query construction.,,184,16.64,0,0,False,False
real-time-bidding-api,glama,mcp,L2,True,False,True,True,0,,Natural language interface to RTB API is a prompt injection vector; RTB requires credentials with unclear handling; NLP-processed API responses bypass structural validation.,,191,31.46,0,0,False,False
PostgresMCP,glama,mcp,L2,True,False,True,True,0,,"Direct DB read/write via LLM enables SQL injection (LLM-crafted queries), credential exposure risk, data exfiltration potential. No query validation mentioned.",,186,45.01,0,0,False,False
example-mcp-server-sse,glama,mcp,L1,False,False,False,False,0,,"Example/reference MCP server. No explicit risk signals, but example code often lacks production-grade input validation and error handling.",,22,14.03,0,0,False,False
swapi,mcpmarket,mcp,L0,False,False,False,False,0,,"Input is website HTML markup, not a skill/plugin/extension. Cannot classify without actual code artifact.",,20000,24.97,0,0,False,False
orchestrator-mcp,glama,mcp,L1,False,False,False,False,0,,"Legitimate-sounding MCP orchestrator. Vague marketing description lacks explicit risk signals (no curl|bash, DAN patterns, credential code). Server orchestration + AI automation have implementation-le",,173,41.22,0,0,False,False
replicate-mcp-mcp,glama,mcp,L1,False,False,True,False,0,,"Legitimate API wrapper for established LLM providers; handles credentials from multiple sources without detailed security disclosure, but no evidence of exfiltration or misuse.",,285,16.17,0,0,False,False
stella-mcp,glama,mcp,L0,False,False,False,False,0,,"Standard file format manipulation tool for XMILE system dynamics models. No code execution, network requests, credential handling, or LLM manipulation vectors.",,246,27.88,0,0,False,False
langsearch-mcp-ts,glama,mcp,L1,False,False,False,True,0,,"Web search API wrapper; untrusted content fetch is inherent to functionality, not a misuse. No prompt injection, malware, or credential exfiltration signals.",,191,45.91,0,0,False,False
mcp-materials-server,glama,mcp,L1,False,False,False,False,0,,"Legitimate academic database integration. Fetches from established Materials Project (Berkeley Lab). No prompt injection, obfuscation, or credential mishandling signals.",,213,15.18,0,0,False,False
model-context-protocol,glama,mcp,L0,False,False,False,True,0,,"Legitimate demonstration server for MCP integration. External weather API calls are scoped/expected. No code execution, credential, or jailbreak risks.",,273,28.23,0,0,False,False
mcp-tool-chainer,glama,mcp,L0,False,False,False,False,0,,"Legitimate MCP tool orchestration/chaining service for token optimization. Standard architecture pattern (sequential composition with result passing). No attack vectors, injections, or unauthorized ac",,155,43.71,0,0,False,False
crypto-news-mcp,glama,mcp,L1,True,False,False,True,0,,"Fetches real-time news from external service (NewsData); introduces prompt injection risk via untrusted content, but NewsData is established, not unknown. Non-essential third-party content.",,94,17.46,0,0,False,False
Archivist-MCP,glama,mcp,L1,False,False,False,False,0,,"Local-first memory server with optional encryption and auth. Encryption not enforced by default and tokens in env-vars are minor concerns. No malicious code, injection attempts, or untrusted fetch pat",,9885,47.57,0,0,False,False
todoist-mcp-python,glama,mcp,L0,False,False,False,False,0,,"Scoped MCP server for task management. No prompt injection, malware, arbitrary execution, or unverified content fetching. Standard API integration.",,172,59.59,0,0,False,False
aider-mcp-server,glama,mcp,L1,False,False,False,False,0,,"Tool integration layer enabling file/git access via natural language. No explicit malicious patterns; scoping and credential handling in git ops are implementation concerns, not described risk signals",,213,13.76,0,0,False,False
streamline-mcp,glama,mcp,L2,True,False,True,True,0,,Natural language interface drives CRUD ops on external Supabase backend; credential handling risk + injection vector through NL→query translation; unscoped data access.,,259,28.69,0,0,False,False
claude-habitat,glama,mcp,L0,False,False,False,False,0,,"Standard MCP context/workflow management tool. Provides project profiling, memory persistence, and metadata tracking. No exploit vectors, unvetted content sources, or credential handling mechanisms de",,255,41.45,0,0,False,False
ronantakizawa/search-history-mcp,smithery,mcp,L1,False,False,False,False,0,,"Unverified MCP accessing search history with zero deployment/description. Quality concerns but no malicious code, injection, or exfiltration evidence.",,514,22.44,0,0,False,False
sparky-crypto-prices-oracle,glama,mcp,L1,False,False,False,True,0,,Public CoinGecko API fetch with rate limiting; no auth/injection/malware; standard price utility.,,150,35.27,0,0,False,False
data-planning-agent,glama,mcp,L1,True,False,False,False,0,,"User business intents transformed into prompts without explicit validation mention; conversational input loop could be subject to injection. No code execution, credentials, or external fetches detecte",,270,51.59,0,0,False,False
rendrkit-mcp-server,glama,mcp,L1,False,False,False,True,0,,"External image API integration (RendrKit). Non-essential third-party content. No malicious code, injection, or credential exfiltration detected. Standard API wrapper pattern.",,222,20.58,0,0,False,False
china-stock-mcp,glama,mcp,L1,False,False,False,True,0,,"Financial data aggregator fetching from external sources; news content may pose injection risk if unsanitized. No explicit malware, credential exfiltration, or jailbreak signals detected.",,226,36.96,0,0,False,False
dietician-mcp,glama,mcp,L1,False,False,True,False,0,,"Food/nutrition data tool with MongoDB Atlas integration. Credentials required for DB access; no obfuscation, injection, or unscoped shell. Low risk if secrets properly managed.",,210,58.5,0,0,False,False
mcp-web-scraper,glama,mcp,L2,False,False,False,True,0,,"Web scraping server fetches arbitrary website content based on user input with CSS selectors. Lacks stated validation, rate-limiting, or ToS enforcement. Medium risk from unscoped content fetching and",,198,11.25,0,0,False,False
qualai-mcp,glama,mcp,L2,True,False,False,True,0,,"RAG system fetches external content + community-contributed methodologies (untrusted sources). Both are incorporated into prompts without explicit sanitization, creating prompt injection surface.",,218,23.0,0,0,False,False
mgba-mcp,glama,mcp,L0,False,False,False,False,0,,"Legitimate emulator control tool. Memory/screenshot access is expected functionality; Lua execution sandboxed within emulator. No credential exposure, untrusted network fetch, or security bypass attem",,247,36.69,0,0,False,False
genesis-mcp-server,glama,mcp,L2,False,False,False,True,0,,Unauthenticated public MCP server deployment enables unauthorized access to tools/resources. Lacks rate limiting and access controls; resource abuse and lateral movement risk.,,215,12.38,0,0,False,False
info-g03l/catalunya-2022,smithery,mcp,L0,False,False,False,False,0,,"Public policy document reference tool. Standard retrieval operations (search, get_section, list) on well-documented, transparent source. No code execution, dynamic evaluation, or sensitive data handli",,1306,23.74,0,10569,False,False
piskel-mcp-server,glama,mcp,L0,False,False,False,False,0,,"Benign pixel art creation tool via MCP. Local file operations only (PNG/GIF export). No injection, execution, secrets, or external fetches.",,236,34.8,0,0,False,False
mcp_psql_home,glama,mcp,L2,True,False,True,False,0,,SQL execution without explicit parameterization creates prompt-injection vector. Database credentials required; 'secure SSE' claimed but credential management mechanism unspecified. Data manipulation ,,220,13.53,0,0,False,False
cf-gdrive-mcp,glama,mcp,L0,False,False,False,False,0,,"Reference implementation for secure MCP authentication using standard OAuth (Google) + Cloudflare infra. No injection, malware, or credential exfiltration signals. Explicitly a security mechanism, not",,278,26.84,0,0,False,False
dom-analyzer-mcp,glama,mcp,L1,False,False,True,False,0,,"Legitimate Puppeteer-based testing/debugging tool. Inherent risks: JS execution in browser context, network monitoring, and DOM inspection could expose credentials if pointed at sensitive pages. No ex",,269,44.28,0,0,False,False
xiaobenyang-com/gsap_animation_generate,smithery,mcp,L0,False,False,False,False,0,,"Legitimate animation library tool (GSAP). No prompt injection, malware, credential, or untrusted fetch signals in description. Straightforward dev utility.",,229,15.0,0,0,False,False
MCPV2,glama,mcp,L2,True,False,True,True,0,,AI-powered guidance implies external LLM integration. Crawls API routes & GraphQL (may contain credentials); sends analysis to external service. User code in queries could inject prompts. Needs creden,,247,35.43,0,0,False,False
arxiv-1,mcpmarket,mcp,L0,False,False,False,False,0,,"HTML markup from web application (MCPMarket). Standard Next.js bundles, Google Analytics, fonts, ads. No executable code, no risk signals.",,20000,46.16,0,0,False,False
my-compoent-mcp,glama,mcp,L0,False,False,False,False,0,,"Benign internal tool integration. Provides API access to proprietary design system by design. No prompt injection, malicious code, credential exfiltration, or untrusted content vectors detected.",,298,20.1,0,0,False,False
burnish,glama,mcp,L0,False,False,False,False,0,,"Showcase MCP server with fictional consulting data. Standard npm installation, no credential handling, no injection or code execution risks.",,330,33.7,0,0,False,False
remote-mcp-server-authless3,glama,mcp,L2,False,False,False,True,0,,"Authentication-free MCP server template enables unscoped, unguarded tool deployment accessible to Claude/AI playgrounds. Open endpoint design permits malicious tool injection with LLM integration cons",,202,51.76,0,0,False,False
leadpipe-mcp,glama,mcp,L2,False,False,True,True,0,,"Integrates HubSpot, Pipedrive, Google Sheets (credential requirements); ingests leads from unspecified sources; credential mgmt practices not disclosed.",,225,11.92,0,0,False,False
python-jira-mcp,glama,mcp,L1,False,False,False,False,0,,"Legitimate Jira MCP integration. No explicit malicious patterns. Risks are implementation-dependent (credential handling, input validation) but not evident from description.",,166,35.0,0,0,False,False
